CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
01289,Péronnas,2668,6018.5,22408.6666666667,58,8,,,,,,,,18,65.9,59.7,2.4,3.8,36.6,10.7,3.7,1.8,1,1,-16.9,13219.5238095238,37852,2.86334065775729
01290,Pérouges,514,1210.5,25310,,,,,,,,,,,,,,,,,,,,,,,,
01291,Perrex,328,833.5,21116.1904761905,,,,,,,,,,,,,,,,,,,,,,,,
01293,Peyriat,64,152,22648.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01294,Peyrieu,348,835,21395.2380952381,,,,,,,,,,,,,,,,,,,,,,,,
01295,Peyzieux-sur-Saône,218,644.5,22573.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01296,Pirajoux,157,380,20860.4761904762,,,,,,,,,,,,,,,,,,,,,,,,
01297,Pizay,307,869,24942.0833333333,,,,,,,,,,,,,,,,,,,,,,,,
01298,Plagne,55,129,27507.6190476191,,,,,,,,,,,,,,,,,,,,,,,,
01299,Le Plantay,185,501.5,22683.2142857143,,,,,,,,,,,,,,,,,,,,,,,,
01301,Polliat,1057,2561,23018,63,,,,,,,,,,74.2,66.6,2.2,5.4,30,8.9,3.1,1.9,0.6,0.6,-16.2,14896.6666666667,36413.5,2.44440590736183
01302,Pollieu,70,168,25865.0869565217,,,,,,,,,,,,,,,,,,,,,,,,
01303,Poncin,725,1634,20445.2,,,,,,,,,,,,,,,,,,,,,,,,
01304,Pont-d'Ain,1108,2705,20963.3333333333,49,11,,,,,,,,,75,65.6,3.6,5.8,27.4,7.1,5.2,2.7,1.4,1.1,-14.7,12235.8823529412,33376.1904761905,2.72773058071842
01305,Pont-de-Vaux,1048,2008.5,18817.9166666667,45,14,,,,,,,,22,64,55.6,3.4,5,33.7,10.6,6,2,2,2,-14.3,11227.3076923077,31665.3333333333,2.82038527856759
01306,Pont-de-Veyle,686,1438,19038,,,,,,,,,,,,,,,,,,,,,,,,
01307,Port,362,835.5,21057.1428571429,,,,,,,,,,,,,,,,,,,,,,,,
01308,Pougny,277,650,34247.4193548387,,,,,,,,,,,,,,,,,,,,,,,,
01309,Pouillat,,,,,,,,,,,,,,,,,,,,,,,,,,,
01310,Prémeyzel,52,129,21423.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01311,Prémillieu,,,,,,,,,,,,,,,,,,,,,,,,,,,
01313,Prévessin-Moëns,2616,6661,40079.7424242424,49,13,,,15,16,,,10,18,89.3,84.7,2.4,2.2,17.4,9.2,1.1,0.4,0.3,0.3,-17,10123.5,95124,9.39635501555786
01314,Priay,694,1746,22388.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01317,Ramasse,130,327,22257.0833333333,,,,,,,,,,,,,,,,,,,,,,,,
01318,Rancé,235,724,24915.2,,,,,,,,,,,,,,,,,,,,,,,,
01319,Relevant,180,481.5,23019,,,,,,,,,,,,,,,,,,,,,,,,
01320,Replonges,1500,3710,22445.3333333333,61,7,,,,,,,,,73.1,67.2,2.3,3.6,28.5,10.7,3.4,2,0.7,0.6,-15.7,13641.2,35413,2.59603260710201
01321,Revonnas,344,926,24298,,,,,,,,,,,,,,,,,,,,,,,,
01322,Reyrieux,1718,4740.5,26086,69,5,,,,,,,,,80.3,70.9,3.5,5.9,23.5,12.4,2.7,1.8,0.5,0.5,-18.9,15493,44211.3333333333,2.85363282342563
01323,Reyssouze,398,963,20812.5,,,,,,,,,,,,,,,,,,,,,,,,
01325,Rignieux-le-Franc,379,1009.5,24314,,,,,,,,,,,,,,,,,,,,,,,,
01328,Romans,180,483,21970.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01329,Rossillon,74,141.5,19572.8571428571,,,,,,,,,,,,,,,,,,,,,,,,
01330,Ruffieu,78,174,20469,,,,,,,,,,,,,,,,,,,,,,,,
01331,Saint-Alban,78,187,20916.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01332,Saint-André-de-Bâgé,284,758,22153.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01333,Saint-André-de-Corcy,1355,3361.5,24310.3571428571,64,,,,,,,,,,77.2,71,2.5,3.7,27,8.3,3.1,2,0.6,0.6,-15.6,14654.2307692308,37692.380952381,2.57211596745992
01334,Saint-André-d'Huiriat,225,610,21975.2777777778,,,,,,,,,,,,,,,,,,,,,,,,
01335,Saint-André-le-Bouchoux,131,374,21626.0714285714,,,,,,,,,,,,,,,,,,,,,,,,
01336,Saint-André-sur-Vieux-Jonc,472,1176,21427,,,,,,,,,,,,,,,,,,,,,,,,
01337,Saint-Bénigne,511,1270,21335,,,,,,,,,,,,,,,,,,,,,,,,
01338,Groslée-Saint-Benoit,502,1233,20944.5833333333,,,,,,,,,,,,,,,,,,,,,,,,
01339,Saint-Bernard,551,1453,28208.4,,,,,,,,,,,,,,,,,,,,,,,,
01342,Sainte-Croix,189,537.5,25420,,,,,,,,,,,,,,,,,,,,,,,,
01343,Saint-Cyr-sur-Menthon,680,1769,21178,,,,,,,,,,,,,,,,,,,,,,,,
01344,Saint-Denis-lès-Bourg,2562,6036,23258,63,7,,,,,,,,20,67.5,61.1,2,4.4,35.2,10.6,3.7,1.9,0.9,0.8,-17,13560,40126.6666666667,2.95919370698132
01345,Saint-Denis-en-Bugey,965,2280,21464,53,,,,,,,,,,69.9,64,3.5,2.4,32.4,8.2,3.9,2.2,0.9,0.9,-14.4,12929.5238095238,34075.3333333333,2.63546700058928
01346,Saint-Didier-d'Aussiat,347,864.5,21012.8571428571,,,,,,,,,,,,,,,,,,,,,,,,
01347,Saint-Didier-de-Formans,752,2036,25566.5555555556,71,,,,,,,,,,78.9,69.8,2.8,6.3,23.8,13.4,2.4,1.6,0.4,0.4,-18.5,15436.6666666667,42045.7142857143,2.72375605392232
01348,Saint-Didier-sur-Chalaronne,1143,2747.5,21384.6666666667,51,9,,,,,,,,,71.9,63.4,2.8,5.7,29.8,8.6,4.3,2.3,1,0.9,-14.6,12940,33020.4761904762,2.55181423419445
01349,Saint-Éloi,178,484,25939.1304347826,,,,,,,,,,,,,,,,,,,,,,,,
01350,Saint-Étienne-du-Bois,1037,2444,22505.2173913044,58,,,,,,,,,,70.7,65.3,2.2,3.2,31.7,9.6,3.4,2,0.7,0.6,-15.4,14412.8571428571,35121.3333333333,2.43680576205108
01351,Saint-Étienne-sur-Chalaronne,573,1544.5,21182.7272727273,,,,,,,,,,,,,,,,,,,,,,,,
01352,Saint-Étienne-sur-Reyssouze,222,553.5,19747.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01353,Sainte-Euphémie,599,1704,24979.0476190476,,,,,,,,,,,,,,,,,,,,,,,,
01354,Saint-Genis-Pouilly,3737,9200,29749.0476190476,41,17,,16,18,19,,,11,23,89.5,85.1,2.7,1.7,16.9,6.7,2.2,0.9,0.7,0.7,-15.3,9112.38095238095,74379.4285714286,8.16245819397993
01355,Saint-Genis-sur-Menthon,193,458.5,22370,,,,,,,,,,,,,,,,,,,,,,,,
01356,Saint-Georges-sur-Renon,75,206,23440.4166666667,,,,,,,,,,,,,,,,,,,,,,,,
01357,Saint-Germain-de-Joux,193,443,19813.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01358,Saint-Germain-les-Paroisses,176,440.5,21780,,,,,,,,,,,,,,,,,,,,,,,,
01359,Saint-Germain-sur-Renon,94,238,23705.2,,,,,,,,,,,,,,,,,,,,,,,,
01360,Saint-Jean-de-Gonville,618,1529,38169.5,,,,,,,,,,,,,,,,,,,,,,,,
01361,Saint-Jean-de-Niost,568,1525,26264.8,,,,,,,,,,,,,,,,,,,,,,,,
01362,Saint-Jean-de-Thurigneux,283,789.5,25220.4,,,,,,,,,,,,,,,,,,,,,,,,
01363,Saint-Jean-le-Vieux,751,1798,21763.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01364,Saint-Jean-sur-Reyssouze,326,740,21334.2380952381,,,,,,,,,,,,,,,,,,,,,,,,
01365,Saint-Jean-sur-Veyle,446,1148.5,21937.6190476191,,,,,,,,,,,,,,,,,,,,,,,,
01366,Sainte-Julie,370,1024.5,22845.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01367,Saint-Julien-sur-Reyssouze,292,670,19913.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01368,Saint-Julien-sur-Veyle,297,804,21812.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01369,Saint-Just,368,932.5,25133.0769230769,,,,,,,,,,,,,,,,,,,,,,,,
01370,Saint-Laurent-sur-Saône,893,1569,18494.6428571429,,,,,,,,,,,,,,,,,,,,,,,,
01371,Saint-Marcel,482,1284,22866.5,,,,,,,,,,,,,,,,,,,,,,,,
01372,Saint-Martin-de-Bavel,172,413,21480,,,,,,,,,,,,,,,,,,,,,,,,
01373,Saint-Martin-du-Frêne,431,1059,22033.9,,,,,,,,,,,,,,,,,,,,,,,,
01374,Saint-Martin-du-Mont,737,1825.5,22995.2,,,,,,,,,,,,,,,,,,,,,,,,
01375,Saint-Martin-le-Châtel,309,813.5,21966.1904761905,,,,,,,,,,,,,,,,,,,,,,,,
01376,Saint-Maurice-de-Beynost,1537,3898,21120,54,10,,,,,,,,19,75.2,67.7,3.5,4.1,25.6,9.3,5.3,2.6,1.4,1.2,-15.4,12627,35094,2.77928248990259
01378,Saint-Maurice-de-Gourdans,990,2660,24989.5652173913,66,,,,,,,,,,83.4,75.8,2.1,5.5,21.3,9.5,2.8,2,0.5,0.3,-17,15544.2857142857,39198.4038461538,2.52172435367224
01379,Saint-Maurice-de-Rémens,297,771,21039.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01380,Saint-Nizier-le-Bouchoux,272,620,20110.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01381,Saint-Nizier-le-Désert,330,916,21594.9444444444,,,,,,,,,,,,,,,,,,,,,,,,
01382,Sainte-Olive,97,246,24965.8333333333,,,,,,,,,,,,,,,,,,,,,,,,
01383,Saint-Paul-de-Varax,586,1461.5,20628.125,,,,,,,,,,,,,,,,,,,,,,,,
01384,Saint-Rambert-en-Bugey,946,2035,17868.4615384615,39,20,,,,,,,,32,68.3,59.8,4.2,4.4,29.1,7,8.2,3.3,2.7,2.2,-12.6,9348.09523809524,28880,3.08939941928582
01385,Saint-Rémy,401,1012,23938,,,,,,,,,,,,,,,,,,,,,,,,
01386,Saint-Sorlin-en-Bugey,468,1109,24085.7142857143,,,,,,,,,,,,,,,,,,,,,,,,
01387,Saint-Sulpice,85,243.5,21655,,,,,,,,,,,,,,,,,,,,,,,,
01388,Saint-Trivier-de-Courtes,461,952.5,19535.7142857143,,,,,,,,,,,,,,,,,,,,,,,,
01389,Saint-Trivier-sur-Moignans,691,1759.5,21983.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01390,Saint-Vulbas,436,1129,22011.9047619048,,,,,,,,,,,,,,,,,,,,,,,,
01391,Salavre,132,282.5,21490.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01392,Samognat,247,699,24119.1304347826,,,,,,,,,,,,,,,,,,,,,,,,
01393,Sandrans,196,542.5,22384.8,,,,,,,,,,,,,,,,,,,,,,,,
01396,Sault-Brénaz,428,961.5,19360,,,,,,,,,,,,,,,,,,,,,,,,
01397,Sauverny,341,834,39084.5,,,,,,,,,,,,,,,,,,,,,,,,
01398,Savigneux,506,1375.5,23399,,,,,,,,,,,,,,,,,,,,,,,,
01399,Ségny,666,1705,39964.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01400,Seillonnaz,65,146.5,19805.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01401,Sergy,688,1787.5,41366.5384615385,,,,,,,,,,,,,,,,,,,,,,,,
01402,Sermoyer,291,663,19362,,,,,,,,,,,,,,,,,,,,,,,,
01403,Serrières-de-Briord,542,1288,20437.3913043478,,,,,,,,,,,,,,,,,,,,,,,,
01404,Serrières-sur-Ain,66,127,21970,,,,,,,,,,,,,,,,,,,,,,,,
01405,Servas,476,1263,20224,,,,,,,,,,,,,,,,,,,,,,,,
01406,Servignat,73,163,19396.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01407,Seyssel,424,906,21736.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01408,Simandre-sur-Suran,266,656.5,21621.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01410,Sonthonnax-la-Montagne,131,330.5,24844.5833333333,,,,,,,,,,,,,,,,,,,,,,,,
01411,Souclin,122,264.5,20822.8,,,,,,,,,,,,,,,,,,,,,,,,
01412,Sulignat,219,569.5,23304,,,,,,,,,,,,,,,,,,,,,,,,
01415,Talissieu,207,431,21216.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
01416,Tenay,442,950,17555,,,,,,,,,,,,,,,,,,,,,,,,
01418,Thil,378,1109,28080,,,,,,,,,,,,,,,,,,,,,,,,
01419,Thoiry,2051,5214,35886.0357142857,50,14,,,13,19,,,13,19,86.2,81.4,2.5,2.3,19.3,9.4,1,0.4,0.3,0.3,-15.9,8640,82296.1904761905,9.52502204585538
01420,Thoissey,742,1458.5,18262.4,,,,,,,,,,,,,,,,,,,,,,,,
01421,Torcieu,323,755.5,21500,,,,,,,,,,,,,,,,,,,,,,,,
01422,Tossiat,549,1372,23329.2307692308,,,,,,,,,,,,,,,,,,,,,,,,
01423,Toussieux,385,1094,24496.4,,,,,,,,,,,,,,,,,,,,,,,,
01424,Tramoyes,627,1746.5,28034,,,,,,,,,,,,,,,,,,,,,,,,
01425,La Tranclière,114,282.5,22742.5,,,,,,,,,,,,,,,,,,,,,,,,
01426,Val-Revermont,1037,2524,21359.1304347826,53,,,,,,,,,,77.6,68.1,2.8,6.7,26.5,7.9,3.9,2.2,0.9,0.8,-15.9,13360.3846153846,35310.4347826087,2.64292052954437
01427,Trévoux,2764,6728,21173.4285714286,53,12,,15,13,,,,,22,78.6,70.8,3.8,4,23.4,8.3,5.6,2.6,1.4,1.5,-15.9,11638.3333333333,36636,3.1478734068452
01428,Valeins,45,127.5,24142,,,,,,,,,,,,,,,,,,,,,,,,
01429,Vandeins,256,663.5,21690,,,,,,,,,,,,,,,,,,,,,,,,
01430,Varambon,241,551,20768.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
01431,Vaux-en-Bugey,518,1256.5,22669.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01432,Verjon,136,296,21883.8095238095,,,,,,,,,,,,,,,,,,,,,,,,
01433,Vernoux,96,266,18429.7619047619,,,,,,,,,,,,,,,,,,,,,,,,
01434,Versailleux,159,446.5,23678.5714285714,,,,,,,,,,,,,,,,,,,,,,,,
01435,Versonnex,733,1924,36724.5,,,,,,,,,,,,,,,,,,,,,,,,
01436,Vesancy,195,453.5,40552.5,,,,,,,,,,,,,,,,,,,,,,,,
01437,Vescours,87,227,18143.9285714286,,,,,,,,,,,,,,,,,,,,,,,,
01439,Vésines,40,100,21816.75,,,,,,,,,,,,,,,,,,,,,,,,
01441,Vieu-d'Izenave,264,707.5,21782.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01443,Villars-les-Dombes,1976,4572.5,22385.652173913,55,6,,,,,,,,,76.9,71.6,2.7,2.5,26.8,7.3,4,2.2,0.9,0.9,-15,13827.6666666667,34494.6666666667,2.49461225080153
01444,Villebois,489,1127,21088.4615384615,,,,,,,,,,,,,,,,,,,,,,,,
01445,Villemotier,241,649.5,20841.9230769231,,,,,,,,,,,,,,,,,,,,,,,,
01446,Villeneuve,526,1477,22932.2580645161,,,,,,,,,,,,,,,,,,,,,,,,
01447,Villereversure,491,1181,20182,,,,,,,,,,,,,,,,,,,,,,,,
01448,Villes,153,383,29866.8,,,,,,,,,,,,,,,,,,,,,,,,
01449,Villette-sur-Ain,284,762,23925,,,,,,,,,,,,,,,,,,,,,,,,
01450,Villieu-Loyes-Mollon,1384,3628,23894,61,,,,,,,,,,81.8,73.3,2.7,5.8,23.2,8.7,3.2,2.2,0.5,0.5,-16.9,14766.3636363636,39236.6666666667,2.65716513780295
01451,Viriat,2555,6329,22892,64,7,,,,,,,,17,70.2,63.9,2.1,4.2,30.9,11.3,3.8,2.2,0.8,0.8,-16.2,13573.0303030303,37123.0434782609,2.73505935295619
01452,Virieu-le-Grand,485,1039.5,19370,,,,,,,,,,,,,,,,,,,,,,,,
01453,Arvière-en-Valromey,297,640.5,21482.5,,,,,,,,,,,,,,,,,,,,,,,,
01454,Virignin,396,1031,20638.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01456,Vongnes,,,,,,,,,,,,,,,,,,,,,,,,,,,
01457,Vonnas,1202,2873.5,20236.6666666667,46,10,,,,,,,,20,63.8,56.8,2.9,4.1,34.4,10.2,5.5,2.9,1.2,1.3,-13.9,12527.1428571429,31476,2.51262401642149
02001,Abbécourt,193,508.5,19361.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02002,Achery,231,582.5,20268,,,,,,,,,,,,,,,,,,,,,,,,
02003,Acy,399,1029,21009.1304347826,,,,,,,,,,,,,,,,,,,,,,,,
02004,Agnicourt-et-Séchelles,75,177,17132.4,,,,,,,,,,,,,,,,,,,,,,,,
02005,Aguilcourt,148,398.5,21770.4347826087,,,,,,,,,,,,,,,,,,,,,,,,
02006,Aisonville-et-Bernoville,118,287.5,19901.6,,,,,,,,,,,,,,,,,,,,,,,,
02007,Aizelles,47,119.5,22388.8,,,,,,,,,,,,,,,,,,,,,,,,
02008,Aizy-Jouy,107,296.5,19928.4,,,,,,,,,,,,,,,,,,,,,,,,
02009,Alaincourt,198,518,20014,,,,,,,,,,,,,,,,,,,,,,,,
02010,Allemant,64,176,19406.5217391304,,,,,,,,,,,,,,,,,,,,,,,,
02011,Ambleny,472,1224,21941.858974359,,,,,,,,,,,,,,,,,,,,,,,,
02012,Ambrief,,,,,,,,,,,,,,,,,,,,,,,,,,,
02013,Amifontaine,153,396.5,19942.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
02014,Amigny-Rouy,293,768,21005.5555555556,,,,,,,,,,,,,,,,,,,,,,,,
02015,Ancienville,,,,,,,,,,,,,,,,,,,,,,,,,,,
02016,Andelain,83,224.5,19193.8095238095,,,,,,,,,,,,,,,,,,,,,,,,
02017,Anguilcourt-le-Sart,114,303,19195,,,,,,,,,,,,,,,,,,,,,,,,
02018,Anizy-le-Grand,1060,2500.5,18999.5652173913,47,17,,,,,,,,35,62.3,54.7,3.3,4.3,36.3,9.2,6.8,2.9,2.2,1.6,-14.6,10742.6666666667,30996.6666666667,2.8853791733896
02019,Annois,153,345,18980.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
02020,Any-Martin-Rieux,186,468.5,18756,,,,,,,,,,,,,,,,,,,,,,,,
02021,Archon,,,,,,,,,,,,,,,,,,,,,,,,,,,
02022,Arcy-Sainte-Restitue,163,414,19163.9130434783,,,,,,,,,,,,,,,,,,,,,,,,
02023,Armentières-sur-Ourcq,45,108,21631.4285714286,,,,,,,,,,,,,,,,,,,,,,,,
02024,Arrancy,,,,,,,,,,,,,,,,,,,,,,,,,,,
02025,Artemps,134,364,21225.7692307692,,,,,,,,,,,,,,,,,,,,,,,,
02027,Assis-sur-Serre,96,217,20068,,,,,,,,,,,,,,,,,,,,,,,,
02028,Athies-sous-Laon,1085,2657.5,20920.8333333333,52,11,,,,,,,,,72.9,67.5,2.7,2.6,30.3,6.4,4.7,2.2,1.4,1.1,-14.3,12196.6666666667,32610,2.67368133369773
02029,Attilly,142,369,21194,,,,,,,,,,,,,,,,,,,,,,,,
02030,Aubencheul-aux-Bois,113,273,19131.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02031,Aubenton,275,637,15827.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02032,Aubigny-aux-Kaisnes,91,240.5,18485.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02033,Aubigny-en-Laonnois,,,,,,,,,,,,,,,,,,,,,,,,,,,
02034,Audignicourt,45,116,19913.9285714286,,,,,,,,,,,,,,,,,,,,,,,,
02035,Audigny,96,259.5,16985,,,,,,,,,,,,,,,,,,,,,,,,
02036,Augy,,,,,,,,,,,,,,,,,,,,,,,,,,,
02037,Aulnois-sous-Laon,541,1417.5,20586,,,,,,,,,,,,,,,,,,,,,,,,
02038,Les Autels,,,,,,,,,,,,,,,,,,,,,,,,,,,
02039,Autremencourt,57,148,18941.8666666667,,,,,,,,,,,,,,,,,,,,,,,,
02040,Autreppes,69,184,18320.5555555556,,,,,,,,,,,,,,,,,,,,,,,,
02041,Autreville,334,833,20724,,,,,,,,,,,,,,,,,,,,,,,,
02042,Azy-sur-Marne,165,404,22455.5555555556,,,,,,,,,,,,,,,,,,,,,,,,
02043,Bagneux,,,,,,,,,,,,,,,,,,,,,,,,,,,
02044,Bancigny,,,,,,,,,,,,,,,,,,,,,,,,,,,
02046,Barenton-Bugny,234,576,20213.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02047,Barenton-Cel,50,128,18063.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
02048,Barenton-sur-Serre,55,123,21362.5,,,,,,,,,,,,,,,,,,,,,,,,
02049,Barisis-aux-Bois,308,753,21423.2,,,,,,,,,,,,,,,,,,,,,,,,
02050,Barzy-en-Thiérache,125,306,17945.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
02051,Barzy-sur-Marne,159,393,23175.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02052,Bassoles-Aulers,57,132,17745,,,,,,,,,,,,,,,,,,,,,,,,
02053,Vallées en Champagne,232,548.5,23885,,,,,,,,,,,,,,,,,,,,,,,,
02054,Bazoches-sur-Vesles,175,460,21357.5,,,,,,,,,,,,,,,,,,,,,,,,
02055,Beaumé,,,,,,,,,,,,,,,,,,,,,,,,,,,
02056,Beaumont-en-Beine,69,186,19838.5714285714,,,,,,,,,,,,,,,,,,,,,,,,
02057,Beaurevoir,543,1355.5,16922,,,,,,,,,,,,,,,,,,,,,,,,
02058,Beaurieux,311,830.5,18535.7142857143,,,,,,,,,,,,,,,,,,,,,,,,
02059,Beautor,1167,2652.5,16038.2142857143,34,29,,,39,,,,,46,60.4,53.8,4.4,2.2,35.1,4.5,11.5,3.6,4.8,3.1,-11.5,9061,26458.3333333333,2.92002354412684
02060,Beauvois-en-Vermandois,105,271,20616.4,,,,,,,,,,,,,,,,,,,,,,,,
02061,Becquigny,86,251.5,18641.1538461538,,,,,,,,,,,,,,,,,,,,,,,,
02062,Belleau,50,139,23628.2857142857,,,,,,,,,,,,,,,,,,,,,,,,
02063,Bellenglise,146,381.5,19243.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
02064,Belleu,1651,3651,18155.3333333333,44,18,,,,,,,,30,62.8,57.1,3.6,2.1,36.8,6.9,7.2,2.4,2.9,1.9,-13.7,10361.6666666667,31132.6666666667,3.00460028952871
02065,Bellicourt,243,605,18784.7619047619,,,,,,,,,,,,,,,,,,,,,,,,
02066,Benay,83,190,21539.3,,,,,,,,,,,,,,,,,,,,,,,,
02067,Bergues-sur-Sambre,89,223,19900.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
02068,Berlancourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
02069,Berlise,47,112,16180.8333333333,,,,,,,,,,,,,,,,,,,,,,,,
02070,Bernot,181,451,18981.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02071,Berny-Rivière,253,657,21438.0952380952,,,,,,,,,,,,,,,,,,,,,,,,
02072,Berrieux,78,185,21087,,,,,,,,,,,,,,,,,,,,,,,,
02073,Berry-au-Bac,234,572.5,20950.9523809524,,,,,,,,,,,,,,,,,,,,,,,,
02074,Bertaucourt-Epourdon,223,581.5,20062,,,,,,,,,,,,,,,,,,,,,,,,
02075,Berthenicourt,79,206,21184,,,,,,,,,,,,,,,,,,,,,,,,
02076,Bertricourt,54,149.5,22760.4761904762,,,,,,,,,,,,,,,,,,,,,,,,
02077,Berzy-le-Sec,156,396.5,21914,,,,,,,,,,,,,,,,,,,,,,,,
02078,Besmé,61,169.5,18057.9310344828,,,,,,,,,,,,,,,,,,,,,,,,
02079,Besmont,64,147,19276.9565217391,,,,,,,,,,,,,,,,,,,,,,,,
02080,Besny-et-Loizy,140,347.5,22919.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02081,Béthancourt-en-Vaux,159,436,20312.8571428571,,,,,,,,,,,,,,,,,,,,,,,,
02082,Beugneux,46,108,19768,,,,,,,,,,,,,,,,,,,,,,,,
02083,Beuvardes,289,758,20764.4,,,,,,,,,,,,,,,,,,,,,,,,
02084,Bézu-le-Guéry,97,244,21752.7777777778,,,,,,,,,,,,,,,,,,,,,,,,
02085,Bézu-Saint-Germain,347,1075.5,21323.0769230769,,,,,,,,,,,,,,,,,,,,,,,,
02086,Bichancourt,412,1026,20831,,,,,,,,,,,,,,,,,,,,,,,,
02087,Bieuxy,,,,,,,,,,,,,,,,,,,,,,,,,,,
02088,Bièvres,,,,,,,,,,,,,,,,,,,,,,,,,,,
02089,Billy-sur-Aisne,483,1111,20402.7777777778,,,,,,,,,,,,,,,,,,,,,,,,
02090,Billy-sur-Ourcq,78,216,20266,,,,,,,,,,,,,,,,,,,,,,,,
02091,Blanzy-lès-Fismes,39,100,21717.5,,,,,,,,,,,,,,,,,,,,,,,,
02093,Blérancourt,523,1251.5,18014,,,,,,,,,,,,,,,,,,,,,,,,
02094,Blesmes,176,431,22177.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02095,Bohain-en-Vermandois,2334,5455.5,14451.3333333333,30,38,,52,47,41,18,,19,57,53,44.9,4.9,3.1,34.9,8.2,15.3,4.4,6.5,4.4,-11.4,8302.22222222222,25427.5,3.06273420770878
02096,Bois-lès-Pargny,81,202,21467.8333333333,,,,,,,,,,,,,,,,,,,,,,,,
02097,Boncourt,100,241,18858.5714285714,,,,,,,,,,,,,,,,,,,,,,,,
02098,Bonneil,148,389.5,22105.5,,,,,,,,,,,,,,,,,,,,,,,,
02099,Bonnesvalyn,88,239.5,22127.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
02100,Bony,47,128.5,17585.2380952381,,,,,,,,,,,,,,,,,,,,,,,,
02101,Bosmont-sur-Serre,71,169.5,18725.7142857143,,,,,,,,,,,,,,,,,,,,,,,,
02102,Bouconville-Vauclair,71,183.5,22140,,,,,,,,,,,,,,,,,,,,,,,,
02103,Boué,570,1286,18983.5,,,,,,,,,,,,,,,,,,,,,,,,
02104,Bouffignereux,,,,,,,,,,,,,,,,,,,,,,,,,,,
02105,Bouresches,75,194,19602.9166666667,,,,,,,,,,,,,,,,,,,,,,,,
02106,Bourg-et-Comin,284,717,18360.4,,,,,,,,,,,,,,,,,,,,,,,,
02107,Bourguignon-sous-Coucy,33,102,15425.1666666667,,,,,,,,,,,,,,,,,,,,,,,,
02108,Bourguignon-sous-Montbavin,62,164.5,22931.9047619048,,,,,,,,,,,,,,,,,,,,,,,,
02109,La Bouteille,199,493,18697,,,,,,,,,,,,,,,,,,,,,,,,
02110,Braine,900,2066.5,18357.5,39,19,,,,,,,,36,66,55.7,3.2,7.2,31.7,8.2,7.3,2.9,2.5,1.9,-13.2,10450.8571428571,30938.6666666667,2.96039513733209
02111,Brancourt-en-Laonnois,267,682,21264.4444444444,,,,,,,,,,,,,,,,,,,,,,,,
02112,Brancourt-le-Grand,235,593,20158.4722222222,,,,,,,,,,,,,,,,,,,,,,,,
02114,Brasles,595,1384.5,21316,,,,,,,,,,,,,,,,,,,,,,,,
